transaction_id,account_id,transaction_date,transaction_type,amount,merchant_category,location,channel,is_international,balance_after
5496,100004,2025-05-18 18:05:00,credit,1337.29,groceries,Ahmedabad,POS,0,29715.93
7028,100004,2025-05-24 22:55:00,credit,2735.21,electronics,Delhi,POS,0,32451.14
3382,100004,2025-05-29 05:37:56,credit,1278.19,groceries,Bangalore,Online,0,33729.33
10785,100004,2025-06-09 09:40:50,credit,6731.91,electronics,Delhi,Online,0,40461.24
4494,100004,2025-06-13 10:37:29,debit,1306.67,groceries,Bangalore,Online,0,39154.57
1461,100004,2025-06-18 09:54:08,credit,388.97,fuel,Mumbai,POS,0,39543.54
8093,100004,2025-06-27 05:48:43,credit,4805.64,groceries,Pune,Online,0,44349.18
2101,100004,2025-06-29 01:21:08,debit,827.36,fuel,Delhi,POS,0,43521.82
7815,100004,2025-07-02 06:26:23,debit,861.25,groceries,Delhi,Online,0,42660.57
4238,100004,2025-07-02 14:21:03,debit,129.62,fuel,Delhi,ATM,0,42530.95
1067,100004,2025-07-14 18:19:52,debit,1360.05,fuel,Delhi,POS,0,41170.9
6041,100004,2025-07-19 10:14:44,credit,2175.1,travel,Pune,ATM,0,43346.0
359,100004,2025-08-05 16:15:57,debit,329.97,fuel,Pune,POS,0,43016.03
8395,100004,2025-08-21 21:56:42,debit,2524.64,luxury,Delhi,Online,0,40491.39
1627,100004,2025-09-14 02:26:08,debit,2126.03,electronics,Bangalore,ATM,0,38365.36
2993,100004,2025-10-05 05:53:14,debit,1559.83,electronics,Ahmedabad,POS,0,36805.53
6279,100004,2025-10-06 03:56:53,debit,4553.87,luxury,Bangalore,Online,1,32251.66
8477,100004,2025-10-08 14:25:08,debit,1214.84,fuel,Mumbai,ATM,0,31036.82
545,100004,2025-10-15 10:44:56,debit,1533.92,groceries,Pune,ATM,0,29502.9
1888,100004,2025-11-10 15:33:28,credit,6845.42,crypto,Pune,POS,0,36348.32
10801,100004,2025-11-20 10:05:09,debit,4130.33,fuel,Pune,Online,0,32217.99
11792,100004,2025-12-12 07:15:08,credit,5231.03,electronics,Pune,ATM,0,37449.02
1046,100004,2026-01-09 23:16:18,debit,2749.99,fuel,Ahmedabad,ATM,0,34699.03
6630,100004,2026-01-28 03:02:59,debit,1479.73,fuel,Pune,Online,0,33219.3
8000,100005,2025-05-06 05:07:19,debit,2819.33,fuel,Ahmedabad,POS,0,64240.67
8263,100005,2025-06-02 19:32:56,credit,1882.66,fuel,Delhi,POS,0,66123.33
5865,100005,2025-06-20 16:16:33,credit,4987.15,electronics,Delhi,Online,1,71110.48
456,100005,2025-07-09 20:23:53,debit,4862.02,gambling,Ahmedabad,Online,0,66248.46
7968,100005,2025-07-27 00:30:01,debit,7806.72,fuel,Pune,POS,1,58441.74
934,100005,2025-07-30 02:12:01,debit,1398.84,travel,Ahmedabad,POS,0,57042.9
5262,100005,2025-08-03 05:03:46,debit,533.56,fuel,Pune,POS,0,56509.34
140,100005,2025-08-10 13:40:11,debit,742.51,gambling,Mumbai,ATM,0,55766.83
2255,100005,2025-08-22 19:40:10,credit,464.75,gambling,Mumbai,ATM,1,56231.58
8536,100005,2025-08-25 18:22:29,debit,326.79,groceries,Delhi,Online,0,55904.79
6234,100005,2025-08-31 02:34:21,debit,955.83,luxury,Delhi,Online,0,54948.96
5952,100005,2025-09-01 13:05:38,debit,8923.34,travel,Bangalore,ATM,1,46025.62
11844,100005,2025-09-01 13:28:52,credit,4851.09,luxury,Pune,POS,0,50876.71
1200,100005,2025-09-07 22:19:14,debit,284.83,electronics,Delhi,ATM,0,50591.88
3817,100005,2025-09-26 06:07:52,debit,2252.38,fuel,Ahmedabad,Online,0,48339.5
682,100005,2025-10-03 16:23:00,debit,1181.61,crypto,Mumbai,Online,0,47157.89
1151,100005,2025-10-15 17:01:45,debit,8288.99,groceries,Mumbai,ATM,1,38868.9
1714,100005,2025-11-02 03:26:35,debit,115.22,fuel,Bangalore,ATM,0,38753.68
3836,100005,2025-11-05 03:11:36,credit,1877.44,groceries,Ahmedabad,POS,0,40631.12
2556,100005,2025-11-07 03:38:51,debit,876.15,fuel,Bangalore,Online,0,39754.97
3189,100005,2025-11-12 14:43:32,debit,8397.63,groceries,Pune,ATM,0,31357.34
4282,100005,2025-11-14 03:02:20,debit,50.0,electronics,Mumbai,Online,0,31307.34
2503,100005,2025-12-05 20:58:18,debit,2616.19,electronics,Pune,POS,0,28691.15
4682,100005,2025-12-06 22:37:48,debit,818.56,groceries,Mumbai,POS,0,27872.59
5799,100005,2025-12-13 00:08:58,debit,215.78,electronics,Mumbai,ATM,0,27656.81
2663,100005,2025-12-31 02:21:40,debit,2373.5,fuel,Ahmedabad,POS,0,25283.31
799,100005,2026-01-09 10:56:27,debit,852.7,luxury,Delhi,ATM,0,24430.61
6770,100006,2025-05-13 14:39:39,debit,1670.74,travel,Delhi,POS,0,66905.26
5108,100006,2025-06-02 00:50:22,credit,492.58,groceries,Mumbai,POS,0,67397.84
822,100006,2025-06-03 09:44:14,debit,1816.63,fuel,Bangalore,POS,0,65581.21
4973,100006,2025-06-11 03:52:58,debit,1938.46,travel,Bangalore,Online,0,63642.75
6043,100006,2025-06-16 16:22:16,debit,1948.28,groceries,Delhi,POS,0,61694.47
10221,100006,2025-06-17 23:18:19,credit,1473.32,gambling,Bangalore,POS,0,63167.79
1031,100006,2025-06-30 06:11:29,debit,1169.47,fuel,Bangalore,Online,0,61998.32
5738,100006,2025-07-05 00:17:54,debit,362.81,fuel,Pune,Online,0,61635.51
1063,100006,2025-07-05 10:54:33,credit,50.0,electronics,Delhi,Online,0,61685.51
369,100006,2025-07-15 21:09:03,credit,802.2,crypto,Pune,Online,0,62487.71
7155,100006,2025-08-03 19:54:14,debit,2440.85,fuel,Pune,POS,0,60046.86
5945,100006,2025-08-25 18:28:14,debit,2204.02,electronics,Pune,POS,0,57842.84
9762,100006,2025-09-05 06:53:13,credit,684.57,groceries,Pune,ATM,0,58527.41
8803,100006,2025-09-08 22:31:05,debit,1659.23,electronics,Delhi,POS,0,56868.18
6053,100006,2025-09-14 06:49:22,debit,1221.7,crypto,Mumbai,Online,0,55646.48
11275,100006,2025-09-22 09:13:00,debit,266.61,fuel,Bangalore,POS,0,55379.87
5602,100006,2025-10-16 12:24:35,debit,1254.05,electronics,Bangalore,Online,0,54125.82
9991,100006,2025-10-20 14:04:23,debit,3665.7,luxury,Mumbai,Online,0,50460.12
4308,100006,2025-11-04 22:13:31,credit,3286.22,electronics,Ahmedabad,Online,0,53746.34
7541,100006,2025-11-13 18:56:38,debit,138.65,groceries,Bangalore,Online,0,53607.69
6844,100006,2025-12-28 03:33:30,debit,1499.31,electronics,Bangalore,Online,0,52108.38
11842,100006,2025-12-28 16:40:18,credit,1733.16,luxury,Pune,POS,0,53841.54
9596,100006,2026-01-01 20:56:42,debit,937.45,fuel,Mumbai,Online,0,52904.09
4725,100006,2026-01-15 18:29:23,debit,957.77,travel,Pune,Online,0,51946.32
2704,100007,2025-05-06 11:18:15,credit,1010.86,travel,Delhi,Online,0,65666.86
4207,100007,2025-05-13 15:30:30,debit,118.36,electronics,Bangalore,Online,0,65548.5
6614,100007,2025-05-30 02:02:15,debit,434.92,travel,Delhi,Online,0,65113.58
9671,100007,2025-06-01 07:16:32,debit,319.43,travel,Pune,ATM,0,64794.15
3135,100007,2025-06-17 10:14:42,credit,6510.3,fuel,Delhi,Online,0,71304.45
4793,100007,2025-06-27 05:21:34,credit,1272.7,fuel,Bangalore,POS,0,72577.15
5057,100007,2025-07-04 09:04:03,debit,8453.68,groceries,Mumbai,POS,0,64123.47
1600,100007,2025-07-07 15:20:11,debit,1844.29,groceries,Mumbai,Online,0,62279.18
2043,100007,2025-07-11 17:54:02,debit,461.81,travel,Bangalore,POS,0,61817.37
10472,100007,2025-07-18 17:04:47,debit,715.55,luxury,Ahmedabad,POS,0,61101.82
1809,100007,2025-07-28 10:16:31,debit,1117.81,travel,Delhi,Online,1,59984.01
11956,100007,2025-08-20 21:24:15,debit,3694.68,groceries,Ahmedabad,ATM,0,56289.33
1404,100007,2025-08-20 22:27:52,debit,639.79,travel,Delhi,Online,0,55649.54
7204,100007,2025-08-31 11:56:09,debit,2591.12,groceries,Mumbai,ATM,0,53058.42
8627,100007,2025-09-02 15:15:11,credit,3520.58,fuel,Delhi,Online,0,56579.0
8458,100007,2025-09-18 08:23:40,debit,6228.45,travel,Delhi,ATM,0,50350.55
9884,100007,2025-09-19 19:05:56,credit,1362.86,fuel,Ahmedabad,POS,0,51713.41
1877,100007,2025-09-28 07:49:56,debit,841.23,crypto,Ahmedabad,POS,0,50872.18
11533,100007,2025-10-18 03:24:24,debit,3431.6,groceries,Delhi,Online,1,47440.58
4662,100007,2025-11-17 13:50:12,credit,2716.01,travel,Bangalore,POS,0,50156.59
988,100007,2025-11-23 11:56:53,debit,2462.02,gambling,Delhi,POS,0,47694.57
8865,100007,2025-11-29 03:25:26,credit,3235.21,electronics,Delhi,Online,0,50929.78
673,100007,2025-12-14 06:28:44,debit,253.95,fuel,Mumbai,POS,0,50675.83
7150,100007,2025-12-20 01:31:30,debit,1334.7,crypto,Delhi,ATM,0,49341.13
9681,100007,2025-12-20 23:42:08,credit,6590.26,fuel,Bangalore,Online,0,55931.39
7134,100007,2025-12-26 09:56:24,debit,2028.34,electronics,Bangalore,POS,0,53903.05
5421,100007,2026-01-03 01:57:05,credit,255.75,travel,Bangalore,ATM,0,54158.8
3706,100007,2026-01-03 23:27:48,debit,2058.66,travel,Ahmedabad,POS,0,52100.14
9453,100007,2026-01-05 08:49:31,credit,2090.0,travel,Pune,Online,0,54190.14
6575,100007,2026-01-06 19:43:15,credit,551.63,fuel,Pune,POS,0,54741.77
2607,100007,2026-01-07 02:54:40,credit,3193.35,travel,Ahmedabad,Online,0,57935.12
8196,100007,2026-01-25 02:24:21,debit,9389.23,travel,Pune,POS,0,48545.89
9010,100008,2025-05-10 06:42:52,credit,242.21,groceries,Bangalore,ATM,0,67981.21
918,100008,2025-05-13 23:48:34,debit,3860.21,fuel,Delhi,Online,0,64121.0
3495,100008,2025-05-18 20:43:48,debit,637.56,groceries,Ahmedabad,Online,0,63483.44
6779,100008,2025-05-21 10:16:37,debit,50.0,fuel,Mumbai,Online,0,63433.44
3608,100008,2025-05-22 02:04:29,debit,10557.19,groceries,Delhi,ATM,1,52876.25
3283,100008,2025-05-31 05:38:05,debit,4429.81,electronics,Ahmedabad,POS,0,48446.44
1935,100008,2025-06-03 08:50:39,debit,1317.55,crypto,Ahmedabad,Online,0,47128.89
2248,100008,2025-06-06 04:31:39,debit,1173.11,electronics,Bangalore,ATM,0,45955.78
5196,100008,2025-06-08 11:33:17,credit,260.39,electronics,Ahmedabad,Online,0,46216.17
2812,100008,2025-06-09 21:19:36,debit,2483.02,luxury,Ahmedabad,Online,0,43733.15
967,100008,2025-06-22 01:55:25,debit,1310.51,groceries,Mumbai,POS,0,42422.64
10902,100008,2025-06-22 12:29:03,debit,2561.66,groceries,Bangalore,ATM,0,39860.98
10550,100008,2025-06-28 16:13:09,debit,15818.7,groceries,Bangalore,POS,1,24042.28
6168,100008,2025-06-29 01:02:46,credit,7434.01,groceries,Delhi,Online,0,31476.29
7840,100008,2025-06-30 09:58:43,credit,127.21,fuel,Bangalore,Online,1,31603.5
2786,100008,2025-07-10 15:24:26,credit,1423.15,crypto,Pune,POS,0,33026.65
4357,100008,2025-07-15 11:37:37,debit,688.48,crypto,Pune,ATM,0,32338.17
9797,100008,2025-07-17 04:32:00,debit,75.75,groceries,Mumbai,ATM,0,32262.42
763,100008,2025-07-19 15:00:37,debit,1266.67,groceries,Mumbai,Online,0,30995.75
10657,100008,2025-08-20 00:52:58,debit,7205.53,fuel,Ahmedabad,Online,0,23790.22
5920,100008,2025-08-30 13:46:12,debit,305.61,groceries,Delhi,Online,0,23484.61
2134,100008,2025-09-02 18:43:07,debit,1942.41,groceries,Mumbai,POS,0,21542.2
10241,100008,2025-09-11 23:23:57,debit,627.16,electronics,Pune,Online,0,20915.04
4360,100008,2025-09-12 04:00:52,credit,143.15,luxury,Ahmedabad,Online,0,21058.19
6483,100008,2025-09-16 05:20:19,credit,254.61,fuel,Mumbai,Online,0,21312.8
10025,100008,2025-09-27 19:33:30,debit,187.27,gambling,Delhi,POS,0,21125.53
4310,100008,2025-09-30 13:37:12,debit,279.96,groceries,Bangalore,POS,0,20845.57
11249,100008,2025-10-21 04:04:56,debit,648.41,groceries,Ahmedabad,POS,0,20197.16
5411,100008,2025-11-03 04:33:26,debit,441.95,groceries,Pune,ATM,0,19755.21
7849,100008,2025-11-13 19:18:26,debit,7705.72,electronics,Mumbai,POS,0,12049.49
1375,100008,2025-11-29 04:17:59,debit,2073.0,fuel,Delhi,POS,0,9976.49
3256,100008,2025-12-01 15:58:01,credit,5492.05,travel,Ahmedabad,ATM,0,15468.54
7058,100008,2025-12-01 22:26:09,credit,3739.37,groceries,Bangalore,Online,0,19207.91
10617,100008,2025-12-28 02:22:58,credit,169.5,travel,Mumbai,ATM,0,19377.41
6639,100008,2026-01-09 17:25:18,debit,1442.08,groceries,Mumbai,Online,0,17935.33
3815,100008,2026-01-10 08:26:00,debit,3420.1,fuel,Mumbai,Online,1,14515.23
11835,100008,2026-01-10 22:42:26,debit,5010.65,gambling,Pune,Online,0,9504.58
7063,100009,2025-05-24 15:00:39,debit,2581.69,travel,Ahmedabad,Online,0,58180.31
1452,100009,2025-05-27 14:56:46,debit,1888.89,luxury,Mumbai,Online,0,56291.42
8970,100009,2025-05-27 21:33:39,debit,2440.2,fuel,Bangalore,POS,0,53851.22
7031,100009,2025-06-08 18:25:46,debit,5598.13,groceries,Ahmedabad,Online,0,48253.09
1958,100009,2025-06-16 13:20:41,debit,266.12,crypto,Bangalore,POS,1,47986.97
295,100009,2025-06-22 12:04:50,debit,2028.23,electronics,Bangalore,ATM,0,45958.74
7782,100009,2025-07-05 13:22:52,debit,4059.23,groceries,Delhi,POS,1,41899.51
9702,100009,2025-08-03 13:12:03,credit,316.65,travel,Pune,ATM,0,42216.16
107,100009,2025-08-05 06:15:51,debit,4082.73,crypto,Ahmedabad,Online,0,38133.43
11767,100009,2025-08-18 17:38:34,debit,385.41,travel,Bangalore,Online,0,37748.02
7390,100009,2025-08-22 18:32:00,credit,1242.31,groceries,Pune,Online,0,38990.33
10533,100009,2025-08-29 07:40:19,credit,973.62,groceries,Pune,Online,0,39963.95
8101,100009,2025-08-30 01:27:22,debit,1334.85,groceries,Bangalore,ATM,0,38629.1
10773,100009,2025-09-15 11:45:56,debit,573.05,travel,Mumbai,Online,0,38056.05
9821,100009,2025-09-17 14:47:12,debit,841.36,fuel,Ahmedabad,POS,0,37214.69
8050,100009,2025-09-29 16:25:23,debit,176.07,travel,Ahmedabad,Online,0,37038.62
9583,100009,2025-10-03 14:37:10,debit,3621.74,groceries,Mumbai,Online,0,33416.88
6229,100009,2025-10-03 18:44:55,debit,691.93,groceries,Ahmedabad,Online,0,32724.95
1754,100009,2025-10-08 17:33:40,debit,2003.07,groceries,Mumbai,Online,0,30721.88
1720,100009,2025-10-27 07:57:05,credit,897.9,travel,Ahmedabad,Online,0,31619.78
11010,100009,2025-10-27 09:04:37,debit,2148.07,fuel,Mumbai,POS,0,29471.71
6792,100009,2025-11-07 03:18:45,debit,2606.38,travel,Bangalore,Online,0,26865.33
11831,100009,2025-11-23 01:56:07,debit,384.46,groceries,Ahmedabad,Online,0,26480.87
2025,100009,2025-12-09 11:41:55,debit,6491.17,travel,Ahmedabad,ATM,0,19989.7
669,100009,2025-12-14 08:59:55,debit,1469.26,luxury,Bangalore,Online,0,18520.44
9197,100009,2026-01-13 15:05:48,debit,1443.62,groceries,Pune,Online,1,17076.82
10951,100009,2026-01-13 17:58:43,debit,1896.59,electronics,Pune,POS,0,15180.23
4562,100009,2026-01-14 13:17:01,debit,1529.92,crypto,Delhi,Online,0,13650.31
2421,100009,2026-01-20 17:36:02,debit,552.49,electronics,Bangalore,ATM,0,13097.82
793,100010,2025-05-15 10:33:42,debit,653.14,groceries,Mumbai,POS,0,79248.86
10975,100010,2025-05-16 08:14:57,credit,4529.45,fuel,Ahmedabad,ATM,0,83778.31
4396,100010,2025-05-18 00:45:47,credit,777.86,luxury,Mumbai,POS,0,84556.17
1106,100010,2025-05-18 18:55:12,debit,1988.83,luxury,Mumbai,Online,0,82567.34
11310,100010,2025-05-25 12:10:06,debit,3423.15,luxury,Pune,ATM,0,79144.19
10566,100010,2025-05-31 22:39:56,debit,2369.32,groceries,Mumbai,POS,0,76774.87
2942,100010,2025-06-06 20:47:13,credit,3310.29,groceries,Mumbai,POS,0,80085.16
7543,100010,2025-06-14 07:27:29,debit,696.55,electronics,Pune,POS,0,79388.61
1199,100010,2025-06-21 20:52:11,debit,1086.18,crypto,Mumbai,Online,0,78302.43
7846,100010,2025-06-28 21:01:15,debit,6223.29,crypto,Mumbai,ATM,1,72079.14
7807,100010,2025-07-06 06:32:36,debit,8431.52,groceries,Delhi,POS,1,63647.62
9840,100010,2025-07-16 19:52:27,debit,2294.11,electronics,Bangalore,POS,0,61353.51
2169,100010,2025-07-27 02:50:41,debit,2380.4,travel,Ahmedabad,POS,0,58973.11
10616,100010,2025-08-13 18:37:35,credit,127.21,gambling,Bangalore,ATM,1,59100.32
4564,100010,2025-08-30 15:04:32,debit,372.86,fuel,Mumbai,Online,0,58727.46
7474,100010,2025-09-06 01:59:22,debit,744.76,travel,Mumbai,Online,0,57982.7
7152,100010,2025-09-08 15:34:26,debit,4286.16,fuel,Bangalore,ATM,0,53696.54
2855,100010,2025-09-09 17:40:33,debit,3527.63,crypto,Ahmedabad,Online,0,50168.91
2767,100010,2025-09-17 15:22:41,debit,1622.06,travel,Delhi,Online,0,48546.85
10920,100010,2025-10-11 14:58:46,debit,1186.04,fuel,Mumbai,Online,0,47360.81
2423,100010,2025-10-13 15:03:30,debit,366.98,electronics,Mumbai,ATM,0,46993.83
8091,100010,2025-10-18 10:39:51,debit,2668.8,travel,Ahmedabad,Online,0,44325.03
7019,100010,2025-11-01 06:57:19,debit,4021.73,crypto,Bangalore,Online,0,40303.3
10200,100010,2025-12-03 23:25:04,debit,1890.69,travel,Delhi,Online,0,38412.61
6349,100010,2025-12-06 08:44:31,debit,612.32,travel,Delhi,Online,0,37800.29
532,100010,2025-12-10 10:23:00,debit,50.0,electronics,Pune,Online,0,37750.29
8688,100010,2025-12-12 01:11:35,debit,379.36,travel,Mumbai,Online,0,37370.93
11981,100010,2025-12-15 18:44:46,debit,14942.74,electronics,Pune,Online,1,22428.19
5795,100010,2026-01-05 20:45:07,debit,3711.17,groceries,Delhi,ATM,0,18717.02
11816,100010,2026-01-10 19:24:25,debit,477.33,fuel,Mumbai,Online,0,18239.69
4007,100010,2026-01-11 18:41:50,debit,386.65,groceries,Delhi,Online,0,17853.04
11101,100010,2026-01-13 02:39:31,debit,4573.25,groceries,Delhi,Online,0,13279.79
8210,100010,2026-01-15 18:26:53,debit,13748.7,travel,Bangalore,POS,1,13279.79
8363,100010,2026-01-18 05:34:08,credit,1599.82,groceries,Delhi,POS,0,14879.61
10989,100011,2025-05-07 03:06:27,debit,1105.42,travel,Delhi,Online,1,37628.58
5454,100011,2025-05-13 01:35:25,debit,468.49,fuel,Bangalore,ATM,1,37160.09
1421,100011,2025-06-07 14:23:42,credit,555.43,travel,Ahmedabad,ATM,0,37715.52
